通用,最小化,,,,,esc,,
通用,调出（全局）,,,,win,esc,,
通用,刷新页面,,,,,f1,,
通用,刷新缓存,,,shift,,f5,,
通用,全屏,,,,,f11,,
通用,关闭或退出,,Alt,,,,f4,
通用,开发者工具,ctrl,,shift,,i,,
